COD_BASE,COD_VER_EXEC,COD_CUBE,DATA_EXEC,CUBE_START_TIME,CUBE_END_TIME,SELECT_TIME,WRITE_TIME,TOTAL_TIME,TUPLAS_GRAVADAS,VALORES_GRAVADOS,REGISTROS_SELECIONADOS
3,5,0000,2024-01-19 00:00,2025-02-05 03:56:16,2025-02-05 03:58:22,73.57,49.04,122.61,1244887,12448870,19117005
3,6,0001,2024-01-23 00:00,2025-02-05 03:58:24,2025-02-05 03:58:41,9.53,6.36,15.89,41101,411010,6384979
3,6,0002,2024-01-23 00:00,2025-02-05 03:58:41,2025-02-05 03:59:12,18.17,12.11,30.28,341058,3410580,6384979
3,6,0003,2024-01-23 00:00,2025-02-05 03:59:12,2025-02-05 04:00:37,50.13,33.42,83.54,862145,8621450,6384979
3,6,0000,2024-01-23 00:00,2025-02-05 03:58:24,2025-02-05 04:00:37,77.83,51.89,129.71,1244304,12443040,19154937
3,7,0001,2024-01-27 00:00,2025-02-05 04:00:38,2025-02-05 04:00:55,9.20,6.13,15.33,41093,410930,6397622
3,7,0002,2024-01-27 00:00,2025-02-05 04:00:55,2025-02-05 04:01:29,20.14,13.43,33.56,340911,3409110,6397622
3,7,0003,2024-01-27 00:00,2025-02-05 04:01:30,2025-02-05 04:03:00,53.44,35.63,89.07,861718,8617180,6397622
3,7,0000,2024-01-27 00:00,2025-02-05 04:00:38,2025-02-05 04:03:00,82.78,55.18,137.96,1243722,12437220,19192866
3,8,0001,2024-01-31 00:00,2025-02-05 04:03:01,2025-02-05 04:03:18,9.67,6.45,16.12,41087,410870,6410265
